CustomerID,Total Purchase,Frequency,Recency,Cluster
12448.0,449.4500000000001,1,45,0
12449.0,4067.2900000000004,4,23,0
12450.0,197.88,2,174,2
12451.0,9035.52,5,11,1
12452.0,430.57,2,17,0
12453.0,707.0899999999999,1,135,0
12454.0,3528.34,1,57,0
12455.0,2466.8599999999997,6,74,0
12456.0,3181.04,3,45,0
12457.0,2363.23,7,82,0
12458.0,947.4,2,72,0
12461.0,826.88,2,125,0
12462.0,1189.5900000000001,2,19,0
12463.0,1344.7800000000002,4,6,0
12464.0,1212.05,8,11,0
12465.0,742.19,2,18,0
12468.0,729.54,2,218,2
12472.0,6572.110000000001,7,52,1
12473.0,3938.55,5,54,0
12474.0,7375.79,18,3,1
12475.0,723.3799999999999,1,54,0
12476.0,6816.42,11,16,1
12477.0,13219.740000000002,6,23,1
12478.0,680.9900000000001,1,181,2
12479.0,527.2,1,12,0
12480.0,3281.6299999999997,4,29,0
12481.0,5596.32,10,23,1
12483.0,2484.98,8,18,0
12484.0,4541.719999999999,6,101,1
12488.0,1298.6600000000003,3,10,0
12489.0,334.92999999999995,1,162,2
12490.0,5417.93,10,18,1
12491.0,460.40000000000003,1,333,2
12492.0,263.21,2,106,0
12493.0,433.74,2,166,2
12494.0,1246.1,7,16,0
12497.0,1043.1,1,82,0
12498.0,403.7,3,22,0
12500.0,4257.820000000001,11,24,1
12501.0,2169.3900000000003,1,162,0
12502.0,3723.87,5,188,0
12504.0,482.04999999999995,2,19,0
12506.0,73.50000000000001,1,233,2
12507.0,1304.81,3,135,0
12508.0,398.27,2,27,0
12509.0,176.5,1,285,2
12510.0,982.5699999999999,2,143,0
12512.0,138.03,2,244,2
12513.0,612.2900000000001,1,113,0
12514.0,1017.6800000000001,1,268,2
12515.0,383.70000000000005,1,354,2
12516.0,1312.06,2,4,0
12517.0,2502.84,5,29,0
12518.0,2056.89,5,0,0
12519.0,340.84000000000003,1,153,2
12520.0,2634.26,5,37,0
12521.0,599.68,1,143,0
12522.0,192.72000000000003,2,40,0
12523.0,1789.77,11,9,1
12524.0,4485.719999999999,8,10,1
12526.0,1316.6600000000003,3,54,0
12527.0,348.71000000000004,3,82,0
12528.0,1933.4800000000002,6,10,0
12530.0,1662.28,4,30,0
12531.0,125.22,1,15,0
12532.0,349.83000000000004,1,90,0
12534.0,1089.18,1,336,2
12535.0,716.35,2,92,0
12536.0,12601.830000000002,3,30,1
12538.0,363.95,1,60,0
12539.0,5568.349999999999,4,23,1
12540.0,13400.24,17,20,1
12541.0,981.1800000000002,3,60,0
12544.0,372.70000000000005,1,274,2
12545.0,1000.39,2,76,0
12546.0,1161.5,2,47,0
12547.0,207.8,2,198,2
12548.0,95.19999999999999,1,167,2
12550.0,964.83,1,80,0
12551.0,168.0,1,358,2
12552.0,437.82,2,40,0
12553.0,3692.2799999999997,10,0,1
12556.0,603.7099999999999,2,33,0
12557.0,11990.96,5,17,1
12558.0,269.96000000000004,1,301,2
12559.0,561.7099999999999,2,311,2
12560.0,2134.01,3,113,0
12561.0,238.85,1,69,0
12562.0,3781.74,7,23,1
12564.0,456.90000000000003,1,262,2
12565.0,145.92000000000002,1,289,2
12566.0,351.65,1,87,0
12567.0,9401.279999999999,10,23,1
12571.0,519.61,2,40,0
12572.0,1020.42,2,52,0
12573.0,160.54,1,228,2
12574.0,218.45000000000002,1,316,2
12576.0,1315.83,5,130,0
12577.0,657.8,3,243,2
12578.0,2794.5099999999998,2,22,0
12579.0,440.41999999999996,1,79,0
12580.0,415.70000000000005,1,159,2
12581.0,197.70999999999998,1,40,0
12582.0,511.3599999999999,2,239,2
12583.0,7281.379999999999,15,0,1
12584.0,2338.1500000000005,9,18,0
12585.0,2040.0999999999997,2,235,2
12586.0,196.94000000000003,1,18,0
12587.0,144.0,1,301,2
12588.0,214.89999999999998,1,40,0
12589.0,646.6800000000001,2,29,0
12590.0,9864.26,2,5,1
12591.0,452.84999999999997,1,318,2
12592.0,437.6,2,66,0
12593.0,418.0999999999999,3,109,0
12594.0,3338.2200000000003,10,47,1
12596.0,618.27,2,36,0
12597.0,3811.2199999999993,4,20,0
12598.0,3023.08,8,10,0
12599.0,1032.5800000000004,7,33,0
12600.0,2599.04,10,29,1
12601.0,577.0600000000001,5,39,0
12602.0,153.12,1,0,0
12603.0,739.1999999999999,1,22,0
12604.0,254.17999999999998,2,80,0
12607.0,1579.51,1,61,0
12609.0,1126.8500000000001,3,79,0
12610.0,2099.54,5,23,0
12611.0,1193.32,1,53,0
12612.0,704.04,1,75,0
12613.0,3344.38,5,58,0
12614.0,315.59999999999997,1,160,2
12615.0,2291.1899999999996,4,72,0
12616.0,713.3,2,215,2
12617.0,355.53000000000003,1,60,0
12618.0,177.31,1,22,0
12619.0,3641.24,9,17,1
12620.0,1339.41,3,15,0
12621.0,13689.67,20,5,1
12622.0,180.09999999999997,1,233,2
12623.0,305.1,1,129,0
12624.0,641.13,2,107,0
12625.0,2683.82,2,5,0
12626.0,6620.48,9,24,1
12627.0,4478.530000000001,7,11,1
12628.0,786.4599999999999,3,182,2
12630.0,1270.88,2,10,0
12631.0,640.5,1,58,0
12633.0,2163.98,4,0,0
12635.0,1689.1800000000003,2,31,0
12637.0,6021.9,8,92,1
12638.0,671.69,1,182,2
12639.0,486.1,1,239,2
12640.0,1174.58,3,24,0
12641.0,185.9,1,116,0
12642.0,1013.26,3,26,0
12643.0,3344.6399999999994,6,39,0
12644.0,477.90999999999997,1,305,2
12645.0,1775.1800000000003,4,110,0
12646.0,1346.97,2,50,0
12647.0,3722.82,12,23,1
12648.0,318.04999999999995,1,125,0
12649.0,623.51,3,35,0
12650.0,314.44,1,181,2
12651.0,114.0,1,100,0
12652.0,919.98,1,9,0
12653.0,2209.85,2,149,0
12654.0,601.9799999999999,5,11,0
12656.0,4051.17,5,18,0
12657.0,1643.18,4,12,0
12658.0,686.05,1,19,0
12659.0,91.68,1,60,0
12660.0,245.10000000000002,1,12,0
12662.0,3849.7799999999997,11,23,1
12664.0,4881.88,9,0,1
12665.0,63.0,1,325,2
12667.0,620.1300000000001,1,0,0
12668.0,3807.15,4,12,0
12669.0,2744.03,3,3,0
12670.0,2996.0500000000006,5,11,0
12672.0,225.9,1,330,2
12673.0,610.52,2,242,2
12674.0,1970.6000000000001,4,92,0
12676.0,1331.39,6,25,0
12679.0,1113.02,4,0,0
12680.0,862.8100000000002,4,31,0
12681.0,13787.54,22,15,1
12683.0,8476.57,15,5,1
12684.0,2283.63,7,25,0
12685.0,2863.08,6,29,0
12686.0,89.14,1,638,2
12688.0,4873.8099999999995,1,114,0
12689.0,1247.61,2,26,0
12690.0,389.01,1,206,2
12691.0,1035.8,6,0,0
12693.0,855.91,4,5,0
12694.0,869.67,2,71,0
12695.0,582.1,4,108,0
12697.0,957.5899999999999,3,29,0
12700.0,4939.99,4,127,0
12701.0,797.71,2,36,0
12702.0,219.0,1,20,0
12703.0,283.55,1,71,0
12704.0,2340.8399999999997,8,23,0
12705.0,6868.290000000001,9,16,1
12707.0,603.42,1,292,2
12708.0,2712.91,10,60,1
12709.0,9736.52,15,0,1
12710.0,1149.0200000000002,3,202,2
12712.0,4396.13,13,9,1
12713.0,848.5500000000001,1,89,0
12714.0,4708.860000000001,5,10,1
12715.0,353.85999999999996,1,107,0
12716.0,1053.4900000000002,2,134,0
12717.0,1030.98,2,33,0
12718.0,238.25,1,72,0
12719.0,644.95,2,214,2
12720.0,5781.730000000001,25,3,1
12721.0,2656.13,6,80,0
12722.0,997.6300000000001,4,3,0
12723.0,725.07,5,17,0
12724.0,1031.4099999999999,4,39,0
12725.0,427.8,1,638,2
12726.0,2609.1,7,29,0
12727.0,3980.7000000000003,7,11,1
12728.0,836.3299999999999,4,39,0
12729.0,453.01000000000005,1,114,0
12732.0,236.26000000000005,1,180,2
12733.0,383.95000000000005,1,235,2
12734.0,110.39999999999999,1,353,2
12735.0,779.57,2,192,2
12736.0,234.00000000000003,1,39,0
12738.0,155.35,1,665,2
12739.0,1013.0400000000001,2,79,0
12740.0,427.59999999999997,1,153,2
12743.0,546.4300000000001,2,135,0
12747.0,4196.009999999999,11,23,1
12749.0,4090.88,5,23,0
12750.0,275.88,1,277,2
12752.0,4366.780000000001,1,82,0
12754.0,3010.7400000000002,3,160,0
12755.0,3811.9499999999994,2,251,2
12756.0,112.08000000000001,1,87,0
12757.0,7857.1,13,4,1
12758.0,2791.59,2,117,0
12759.0,1531.4400000000003,3,53,0
12762.0,1898.5200000000004,2,26,0
12763.0,494.08000000000004,2,139,0
12764.0,1693.88,1,317,2
12766.0,6989.63,7,58,1
12769.0,1143.6,1,239,2
12770.0,1351.4499999999998,1,211,2
12772.0,892.4700000000001,1,30,0
12775.0,1386.0400000000002,5,18,0
12778.0,822.23,6,20,0
12779.0,3981.3599999999997,8,199,1
12781.0,826.74,2,153,0
12782.0,2330.9200000000005,5,150,0
12783.0,2225.91,6,54,0
12784.0,574.4200000000001,2,10,0
12785.0,311.95,1,424,2
12787.0,463.65999999999997,3,10,0
12789.0,91.85000000000001,1,214,2
12790.0,324.9200000000001,1,193,2
12791.0,192.60000000000002,1,697,2
12792.0,400.53999999999996,1,257,2
12793.0,545.48,2,100,0
12794.0,860.41,2,54,0
12795.0,430.48,1,19,0
12797.0,254.03,1,454,2
12798.0,6977.04,3,11,1
12802.0,427.58,1,187,2
12808.0,483.65000000000003,3,126,0
12809.0,489.31,1,178,2
12811.0,514.8499999999999,3,261,2
12812.0,229.64,1,45,0
12814.0,125.92,1,102,0
12815.0,1063.46,2,148,0
12816.0,572.2,2,177,2
12817.0,166.04,1,282,2
12818.0,1542.08,1,262,2
12820.0,942.34,4,45,0
12821.0,92.72,1,96,0
12822.0,948.8800000000002,2,71,0
12823.0,1759.5,5,75,0
12824.0,397.11999999999995,1,30,0
12826.0,1474.72,7,60,0
12827.0,430.15,3,45,0
12828.0,1018.71,6,113,0
12829.0,293.0,2,162,2
12830.0,6814.640000000001,6,92,1
12831.0,215.05,1,263,2
12832.0,383.03000000000003,2,152,0
12833.0,417.38,1,146,0
12834.0,312.38,1,310,2
12836.0,2612.8599999999997,4,30,0
12837.0,134.1,1,174,2
12838.0,683.13,2,182,2
12839.0,5591.42,14,12,1
12840.0,2726.77,4,65,0
12841.0,4022.35,25,4,1
12842.0,1118.99,2,71,0
12843.0,1702.2600000000002,8,66,0
12844.0,325.96,2,60,0
12845.0,354.09,4,268,2
12847.0,871.5399999999998,1,23,0
12849.0,1050.8899999999999,2,121,0
12851.0,135.18,1,245,2
12852.0,311.55,1,295,2
12853.0,1957.1000000000004,6,135,0
12854.0,1324.5000000000002,3,6,0
12855.0,38.1,1,666,2
12856.0,2179.93,6,19,0
12857.0,1106.4,2,69,0
12863.0,521.2,1,53,0
12864.0,147.12,1,139,0
12865.0,1568.23,2,27,0
12866.0,559.12,1,341,2
12867.0,4036.82,7,27,1
12868.0,1607.0600000000002,6,9,0
12871.0,380.64000000000004,2,85,0
12872.0,599.9700000000001,2,327,2
12873.0,374.0,1,310,2
12875.0,343.2300000000001,2,144,0
12876.0,2218.020000000001,2,58,0
12877.0,1535.7700000000002,12,25,1
12878.0,854.99,2,237,2
12879.0,573.22,3,45,0
12881.0,298.0,1,98,0
12882.0,1463.0399999999997,2,10,0
12883.0,703.47,4,25,0
12884.0,309.05000000000007,1,1,0
12885.0,1175.2199999999998,3,124,0
12886.0,1378.3999999999999,2,249,2
12888.0,354.12,2,96,0
12890.0,380.47,1,24,0
12891.0,331.0,3,157,0
12893.0,188.14000000000001,1,90,0
12895.0,372.8,2,43,0
12897.0,216.5,2,38,0
12902.0,138.67999999999998,1,265,2
12904.0,509.58,2,19,0
12906.0,2919.81,5,12,0
12908.0,750.0,2,177,2
12909.0,2178.67,5,40,0
12910.0,3075.0400000000004,8,6,0
12912.0,1662.3,5,15,0
12913.0,2483.6299999999997,5,16,0
12915.0,363.65,2,149,0
12916.0,3006.1499999999996,4,139,0
12917.0,594.0,1,277,2
12919.0,1335.19,6,2,0
12920.0,164.23000000000002,1,18,0
12922.0,405.38,1,337,2
12923.0,176.97,1,183,2
12924.0,933.7000000000002,4,1,0
12925.0,694.05,2,75,0
12928.0,2062.7,5,6,0
12929.0,117.85,1,342,2
12930.0,415.8,2,79,0
12933.0,607.53,3,25,0
12935.0,2160.7,7,27,0
12936.0,1063.8999999999999,4,17,0
12937.0,1504.2700000000002,4,16,0
12938.0,114.13999999999999,1,26,0
12939.0,11581.800000000001,8,37,1
12940.0,913.54,2,55,0
12942.0,683.9000000000001,3,132,0
12944.0,604.5099999999999,2,243,2
12945.0,462.95000000000005,1,289,2
12947.0,1603.99,6,65,0
12948.0,2064.95,7,17,0
12949.0,4167.22,8,90,1
12950.0,1843.0,3,25,0
12951.0,1064.07,6,174,0
12952.0,1387.79,4,44,0
12953.0,329.85,1,10,0
12955.0,4757.160000000001,11,17,1
12956.0,108.07,1,191,2
12957.0,4017.54,8,10,1
12962.0,266.39,2,114,0
12963.0,1856.63,8,11,0
12965.0,771.91,1,31,0
12966.0,160.18,1,10,0
12967.0,1660.9,2,358,2
12968.0,135.95,1,113,0
12970.0,452.24000000000007,4,301,2
12974.0,144.8,1,198,2
12976.0,738.6,1,5,0
12977.0,39.24,1,186,2
12980.0,7374.9,9,9,1
12981.0,372.2199999999999,2,60,0
12982.0,390.53999999999996,1,36,0
12984.0,97.5,1,19,0
12985.0,1239.3799999999999,2,29,0
12987.0,558.7,2,74,0
12988.0,535.3200000000002,1,293,2
12989.0,6924.110000000001,15,1,1
12990.0,409.5000000000001,3,121,0
12991.0,503.76000000000005,2,24,0
12993.0,414.75999999999993,4,24,0
12994.0,974.42,3,32,0
12995.0,211.32,1,86,0
12997.0,1226.89,4,1,0
12999.0,455.88,3,128,0
13000.0,534.8500000000001,3,107,0
13001.0,9818.82,13,23,1
13002.0,120.94999999999999,1,319,2
13003.0,149.05,3,33,0
13004.0,5655.91,18,12,1
13005.0,513.6999999999999,2,159,2
13006.0,81.57,1,57,0
13008.0,229.47000000000003,1,324,2
13011.0,50.550000000000004,1,665,2
13012.0,1661.8400000000001,8,10,0
13013.0,4810.94,13,22,1
13014.0,3466.2799999999997,10,11,1
13015.0,3346.2799999999997,5,54,0
13016.0,789.8899999999999,3,74,0
13017.0,204.0,1,301,2
13018.0,7277.700000000001,28,17,1
13021.0,2616.38,9,26,0
13023.0,689.9000000000001,2,183,2
13026.0,975.36,5,98,0
13027.0,6912.0,6,114,1
13028.0,661.3200000000002,2,23,0
13029.0,1247.5,3,90,0
13030.0,799.4800000000001,2,12,0
13032.0,1010.1800000000002,2,53,0
13033.0,190.54999999999998,1,358,2
13034.0,642.7700000000001,2,55,0
13035.0,921.88,2,74,0
13037.0,881.07,3,139,0
13038.0,908.46,3,81,0
13040.0,676.99,2,182,2
13043.0,516.4200000000001,1,37,0
13044.0,560.47,1,292,2
13045.0,305.28,1,335,2
13046.0,629.31,2,90,0
13047.0,3237.54,10,57,1
13048.0,1835.9099999999999,4,15,0
13049.0,656.6800000000002,2,183,2
13050.0,5836.860000000001,17,15,1
13052.0,348.15000000000003,1,35,0
13055.0,1214.41,3,66,0
13058.0,271.4,3,0,0
13059.0,183.4,1,250,2
13060.0,307.53000000000003,1,254,2
13061.0,248.61,1,73,0
13062.0,346.98,1,338,2
13064.0,1119.4900000000002,4,1,0
13065.0,205.85999999999999,1,697,2
13066.0,470.79999999999995,2,25,0
13067.0,115.46000000000001,1,83,0
13068.0,344.0,2,11,0
13069.0,4436.12,24,2,1
13070.0,228.8,1,193,2
13072.0,177.14999999999998,1,267,2
13075.0,919.6100000000001,1,305,2
13077.0,729.2700000000001,4,119,0
13078.0,12627.939999999999,26,0,1
13079.0,220.09999999999997,5,22,0
13080.0,58.08,1,180,2
13082.0,3613.6299999999997,9,177,1
13083.0,303.75,2,76,0
13085.0,416.08000000000004,2,217,2
13090.0,8910.819999999998,14,20,1
13091.0,345.82000000000005,1,29,0
13092.0,477.83000000000004,5,5,0
13093.0,7832.470000000001,8,98,1
13094.0,1927.3200000000002,12,22,1
13095.0,74.4,1,71,0
13097.0,6010.419999999999,10,78,1
13099.0,207.35999999999999,1,334,2
13101.0,101.19,1,235,2
13102.0,6424.089999999999,24,24,1
13103.0,243.94,1,40,0
13104.0,1098.48,6,47,0
13106.0,76.5,1,134,0
13107.0,1531.6200000000003,4,45,0
13108.0,350.05999999999995,1,666,2
13109.0,786.54,2,30,0
13110.0,1488.67,7,54,0
13113.0,12245.96,24,5,1
13115.0,2294.7799999999997,4,0,0
13116.0,501.14,1,139,0
13117.0,984.9100000000001,8,22,0
13118.0,1197.81,5,20,0
13120.0,30.599999999999998,1,239,2
13121.0,283.72999999999996,1,270,2
13122.0,922.39,2,184,2
13124.0,3866.33,3,31,0
13126.0,2099.64,8,45,0
13127.0,259.16999999999996,1,78,0
13130.0,64.0,1,184,2
13131.0,1073.2999999999997,3,24,0
13132.0,77.3,1,262,2
13133.0,109.80000000000001,2,37,0
13134.0,1793.5800000000002,4,86,0
13135.0,3096.0,1,197,2
13136.0,2607.6099999999997,5,35,0
13137.0,3650.41,8,11,1
13138.0,962.39,6,23,0
13139.0,5064.9400000000005,7,17,1
13140.0,423.72,3,109,0
13141.0,2388.75,5,85,0
13142.0,307.0899999999999,1,20,0
13144.0,110.94999999999999,1,39,0
13145.0,618.52,4,40,0
13146.0,228.91,1,27,0
13147.0,712.8000000000001,4,11,0
13148.0,3707.12,12,60,1
13149.0,1676.0600000000002,4,15,0
13151.0,1257.8700000000003,1,296,2
13153.0,486.22,1,242,2
13155.0,971.7600000000002,4,80,0
13157.0,1741.2199999999998,4,6,0
13158.0,1201.06,4,2,0
13159.0,1437.85,4,51,0
13160.0,91.8,1,23,0
13161.0,112.75,1,314,2
13162.0,1688.2899999999997,4,93,0
13165.0,1021.48,2,47,0
13166.0,417.20000000000005,1,341,2
13167.0,791.3299999999999,4,19,0
13168.0,1319.19,4,200,2
13169.0,712.88,2,153,0
13170.0,116.00999999999999,1,27,0
13171.0,468.40999999999997,3,22,0
13173.0,353.65000000000003,2,212,2
13174.0,2817.0299999999997,3,17,0
13176.0,492.84000000000003,1,47,0
13177.0,282.45,1,183,2
13178.0,5725.469999999999,11,27,1
13182.0,121.18,1,46,0
13183.0,3957.7800000000007,9,87,1
13184.0,1701.29,10,15,0
13185.0,71.4,1,268,2
13186.0,1575.89,3,40,0
13187.0,236.01999999999998,1,191,2
13188.0,114.60000000000001,1,12,0
13189.0,260.67999999999995,2,19,0
13192.0,911.9400000000002,2,206,2
13193.0,117.88000000000001,1,91,0
13194.0,60.7,1,136,0
13196.0,1797.78,4,12,0
13198.0,3401.24,6,11,0
13200.0,870.0900000000001,4,20,0
13203.0,869.4599999999999,4,10,0
13207.0,250.26000000000002,2,3,0
13208.0,1223.9,6,0,0
13209.0,5891.61,8,90,1
13210.0,353.48,1,154,2
13211.0,1197.42,3,11,0
13212.0,788.0799999999999,3,20,0
13213.0,1520.58,5,57,0
13216.0,333.74,1,268,2
13217.0,533.98,3,93,0
13218.0,62.64,1,246,2
13220.0,819.29,4,79,0
13221.0,847.4100000000001,2,241,2
13223.0,163.20000000000002,2,201,2
13224.0,2155.9499999999994,2,33,0
13225.0,6463.84,7,61,1
13226.0,108.21,1,37,0
13227.0,257.7,1,202,2
13228.0,358.0,1,82,0
13229.0,160.95,1,226,2
13230.0,2806.9700000000003,14,59,1
13232.0,1357.6000000000001,7,4,0
13233.0,605.1199999999999,2,75,0
13235.0,1031.0700000000002,1,35,0
13236.0,744.85,2,25,0
13238.0,700.7299999999999,4,18,0
13239.0,329.56,1,262,2
13240.0,663.6500000000001,4,174,2
13242.0,270.40000000000003,3,66,0
13243.0,600.0700000000002,1,204,2
13244.0,121.74,1,123,0
13245.0,430.5,1,51,0
13246.0,1987.3,6,19,0
13247.0,501.11999999999995,4,18,0
13248.0,465.67999999999995,2,155,2
13249.0,711.41,3,123,0
13253.0,1030.3999999999999,2,186,2
13255.0,399.51,2,10,0
13258.0,698.5799999999999,3,12,0
13259.0,292.31999999999994,1,91,0
13260.0,557.62,1,91,0
13261.0,944.1,2,269,2
13262.0,200.29,1,264,2
13265.0,2107.6600000000003,5,1,0
13266.0,3834.26,12,12,1
13267.0,4521.49,19,9,1
13268.0,3214.69,11,6,1
13269.0,5346.23,15,1,1
13270.0,590.0,1,485,2
13271.0,217.38,1,302,2
13272.0,276.56000000000006,2,31,0
13273.0,138.98,1,114,0
13276.0,590.93,2,153,0
13277.0,258.4,4,16,0
13278.0,542.73,1,41,0
13279.0,137.75,1,78,0
13280.0,814.86,3,93,0
13282.0,1132.14,3,19,0
13283.0,93.66,2,30,0
13284.0,201.19,1,331,2
13285.0,2709.1200000000003,4,24,0
13291.0,361.11,1,156,2
13292.0,578.9399999999999,2,285,2
13294.0,873.74,2,250,2
13295.0,201.2,1,360,2
13296.0,87.4,1,138,0
13297.0,2089.85,4,24,0
13298.0,360.0,1,120,0
13299.0,142.5,1,269,2
13300.0,371.89,1,170,2
13301.0,618.09,4,104,0
13302.0,63.75,1,155,2
13304.0,300.41999999999996,1,352,2
13305.0,2000.8599999999997,10,22,0
13307.0,15.0,1,32,0
13308.0,1385.51,3,23,0
13309.0,1456.79,5,1,0
13310.0,1132.0300000000002,3,28,0
13311.0,598.57,2,3,0
13313.0,1555.32,5,23,0
13314.0,775.94,3,74,0
13316.0,5977.7300000000005,4,80,1
13317.0,2273.6800000000003,6,199,0
13318.0,640.7600000000001,3,119,0
13319.0,10845.55,26,18,1
13320.0,1548.6999999999998,4,66,0
13321.0,567.36,2,73,0
13322.0,199.48,1,18,0
13323.0,787.8499999999999,5,22,0
13324.0,7121.95,10,31,1
13325.0,675.3,1,82,0
13327.0,3627.77,8,113,1
13328.0,1308.48,1,317,2
13329.0,789.0,2,121,0
13330.0,1140.93,3,123,0
13332.0,350.9,1,15,0
13334.0,3536.8200000000006,3,83,0
13336.0,795.1200000000001,1,78,0
13338.0,487.02000000000004,1,217,2
13339.0,860.12,1,201,2
13340.0,10736.48,7,46,1
13341.0,775.8499999999999,1,261,2
13343.0,353.43,1,178,2
13344.0,2543.7200000000007,3,160,0
13345.0,389.5,1,288,2
13347.0,341.36,1,71,0
13348.0,233.76,1,182,2
13349.0,247.32,1,11,0
13350.0,979.12,2,17,0
13351.0,373.94,1,244,2
13352.0,397.97999999999996,1,61,0
13354.0,743.5300000000001,1,72,0
13355.0,674.7,1,93,0
13356.0,768.2400000000001,1,81,0
13357.0,609.95,1,258,2
13358.0,439.03000000000003,1,269,2
13359.0,439.55999999999995,1,153,2
13362.0,3090.7400000000002,4,10,0
13363.0,992.5,2,18,0
13364.0,134.96,1,71,0
13365.0,2225.37,2,182,2
13366.0,56.160000000000004,1,51,0
13368.0,623.4,2,192,2
13369.0,308.28,1,454,2
13370.0,754.8700000000001,1,638,2
13372.0,378.63999999999993,1,31,0
13373.0,3312.2500000000005,3,61,0
13375.0,778.65,1,1,0
13376.0,1019.76,3,204,2
13379.0,572.56,3,27,0
13381.0,3639.31,6,31,0
13382.0,222.99,1,251,2
13384.0,4151.93,7,46,1
13385.0,534.5699999999999,1,330,2
13388.0,677.1,2,132,0
13389.0,797.9599999999999,3,12,0
13390.0,544.08,1,75,0
13391.0,59.8,1,204,2
13394.0,2520.0200000000004,8,33,0
13395.0,307.71999999999997,1,157,2
13396.0,1360.99,2,60,0
13397.0,1544.1299999999999,5,73,0
13398.0,457.34000000000003,1,193,2
13402.0,621.2300000000002,2,246,2
13403.0,75.0,1,18,0
13404.0,252.49,2,35,0
13405.0,572.4509999999999,3,75,0
13410.0,1003.0600000000002,5,25,0
13411.0,213.55,1,108,0
13414.0,1390.5,3,134,0
13416.0,712.5,2,44,0
13417.0,640.83,2,206,2
13418.0,6127.43,18,12,1
13419.0,221.06,1,153,2
13420.0,159.85,2,150,0
13421.0,1851.08,2,41,0
13422.0,2626.3,1,183,2
13425.0,1624.2100000000003,3,109,0
13426.0,3641.3199999999997,10,11,1
13427.0,582.6,3,20,0
13428.0,218.46999999999997,1,11,0
13429.0,1006.7999999999998,4,11,0
13430.0,679.4499999999999,2,19,0
13431.0,1269.1,2,1,0
13434.0,534.24,2,75,0
13435.0,3809.89,7,25,1
13436.0,196.88999999999996,1,120,0
13437.0,3408.0600000000004,7,15,0
13439.0,283.71,1,256,2
13441.0,296.64000000000004,1,92,0
13447.0,1129.1400000000003,3,24,0
13448.0,3539.3700000000003,6,17,0
13449.0,291.88000000000005,1,24,0
13450.0,2043.72,6,27,0
13451.0,2976.15,5,4,0
13452.0,590.0,2,260,2
13453.0,356.97999999999996,2,166,2
13455.0,1058.3400000000001,2,25,0
13456.0,1766.72,6,18,0
13458.0,9646.57,14,6,1
13460.0,183.44,2,50,0
13461.0,1445.0000000000002,3,139,0
13462.0,151.5,1,340,2
13464.0,674.6800000000001,1,0,0
13466.0,307.90000000000003,1,126,0
13467.0,1083.71,2,11,0
